-5  0.0384615
-4.9  0.0288206
-4.8  0.0193107
-4.7  0.0100626
-4.6  0.00120746
-4.5  -0.00712387
-4.4  -0.0148004
-4.3  -0.0216912
-4.2  -0.0276653
-4.1  -0.0325917
-4  -0.0363395
-3.9  -0.0387777
-3.8  -0.0397754
-3.7  -0.0392015
-3.6  -0.0369252
-3.5  -0.0328155
-3.4  -0.0267414
-3.3  -0.018572
-3.2  -0.00817631
-3.1  0.00457663
-3  0.0198178
-2.9  0.0376782
-2.8  0.0582886
-2.7  0.0817802
-2.6  0.108284
-2.5  0.13793
-2.4  0.170769
-2.3  0.206519
-2.2  0.24482
-2.1  0.285308
-2  0.327623
-1.9  0.371402
-1.8  0.416283
-1.7  0.461905
-1.6  0.507904
-1.5  0.553921
-1.4  0.599591
-1.3  0.644554
-1.2  0.688448
-1.1  0.73091
-1  0.771579
-0.900003  0.810092
-0.800003  0.846089
-0.700003  0.879205
-0.600003  0.909081
-0.500003  0.935354
-0.400003  0.957661
-0.300003  0.975641
-0.200003  0.988932
-0.100003  0.997173
-2.51979e-06  1
0.0999975  0.997173
0.199997  0.988933
0.299997  0.975642
0.399997  0.957662
0.499997  0.935355
0.599997  0.909083
0.699997  0.879207
0.799998  0.84609
0.899998  0.810094
0.999998  0.771581
1.1  0.730913
1.2  0.68845
1.3  0.644557
1.4  0.599594
1.5  0.553923
1.6  0.507907
1.7  0.461907
1.8  0.416285
1.9  0.371404
2  0.327625
2.1  0.28531
2.2  0.244822
2.3  0.206521
2.4  0.170771
2.5  0.137932
2.6  0.108285
2.7  0.0817814
2.8  0.0582897
2.9  0.0376791
3  0.0198186
3.1  0.00457732
3.2  -0.00817573
3.3  -0.0185716
3.4  -0.0267411
3.5  -0.0328153
3.6  -0.0369251
3.7  -0.0392015
3.8  -0.0397754
3.9  -0.0387778
4  -0.0363396
4.1  -0.0325919
4.2  -0.0276656
4.3  -0.0216915
4.4  -0.0148008
4.5  -0.00712426
4.6  0.00120705
4.7  0.0100622
4.8  0.0193102
4.9  0.0288202
5  0.0384611


-5  0.0384615
-4.9  0.0418426
-4.8  0.0451946
-4.7  0.0484885
-4.6  0.051695
-4.5  0.0547853
-4.4  0.0577301
-4.3  0.0605005
-4.2  0.0630672
-4.1  0.0654013
-4  0.0674737
-3.9  0.0692552
-3.8  0.0707168
-3.7  0.0718294
-3.6  0.0725639
-3.5  0.0729109
-3.4  0.0730532
-3.3  0.0732829
-3.2  0.0738934
-3.1  0.0751782
-3  0.0774305
-2.9  0.0809437
-2.8  0.0860112
-2.7  0.0929264
-2.6  0.101983
-2.5  0.113473
-2.4  0.127692
-2.3  0.144931
-2.2  0.165485
-2.1  0.189637
-2  0.217317
-1.9  0.248036
-1.8  0.281277
-1.7  0.316524
-1.6  0.353262
-1.5  0.390973
-1.4  0.429142
-1.3  0.467253
-1.2  0.504789
-1.1  0.541236
-1  0.576075
-0.900003  0.608793
-0.800003  0.638871
-0.700003  0.665795
-0.600003  0.689176
-0.500003  0.70896
-0.400003  0.725147
-0.300003  0.737737
-0.200003  0.74673
-0.100003  0.752126
-2.51979e-06  0.753925
0.0999975  0.752126
0.199997  0.746731
0.299997  0.737738
0.399997  0.725148
0.499997  0.708961
0.599997  0.689177
0.699997  0.665796
0.799998  0.638873
0.899998  0.608794
0.999998  0.576077
1.1  0.541237
1.2  0.504791
1.3  0.467255
1.4  0.429144
1.5  0.390975
1.6  0.353263
1.7  0.316526
1.8  0.281279
1.9  0.248038
2  0.217319
