-5  -0.839072
-4.9  -0.793612
-4.8  -0.748158
-4.7  -0.702714
-4.6  -0.657286
-4.5  -0.611879
-4.4  -0.566499
-4.3  -0.521151
-4.2  -0.475839
-4.1  -0.43057
-4  -0.385349
-3.9  -0.34018
-3.8  -0.29507
-3.7  -0.250023
-3.6  -0.205045
-3.5  -0.160141
-3.4  -0.115316
-3.3  -0.0705761
-3.2  -0.0259261
-3.1  0.0186288
-3  0.063083
-2.9  0.107432
-2.8  0.151669
-2.7  0.19579
-2.6  0.239789
-2.5  0.283661
-2.4  0.32738
-2.3  0.370838
-2.2  0.413904
-2.1  0.456448
-2  0.498343
-1.9  0.539456
-1.8  0.579661
-1.7  0.618825
-1.6  0.656821
-1.5  0.693517
-1.4  0.728786
-1.3  0.762496
-1.2  0.79452
-1.1  0.824726
-1  0.852985
-0.900003  0.879168
-0.800003  0.903146
-0.700003  0.924787
-0.600003  0.943964
-0.500003  0.960546
-0.400003  0.974404
-0.300003  0.985408
-0.200003  0.993428
-0.100003  0.998335
-2.51979e-06  1
0.0999975  0.998336
0.199997  0.993428
0.299997  0.985408
0.399997  0.974405
0.499997  0.960547
0.599997  0.943965
0.699997  0.924788
0.799998  0.903147
0.899998  0.87917
0.999998  0.852987
1.1  0.824727
1.2  0.794521
1.3  0.762498
1.4  0.728788
1.5  0.693519
1.6  0.656823
1.7  0.618827
1.8  0.579663
1.9  0.539459
2  0.498345
2.1  0.456451
2.2  0.413906
2.3  0.37084
2.4  0.327383
2.5  0.283664
2.6  0.239791
2.7  0.195792
2.8  0.151671
2.9  0.107434
3  0.0630852
3.1  0.018631
3.2  -0.0259238
3.3  -0.0705739
3.4  -0.115314
3.5  -0.160139
3.6  -0.205043
3.7  -0.250021
3.8  -0.295067
3.9  -0.340178
4  -0.385346
4.1  -0.430568
4.2  -0.475837
4.3  -0.521149
4.4  -0.566497
4.5  -0.611877
4.6  -0.657284
4.7  -0.702712
4.8  -0.748155
4.9  -0.79361
5  -0.839069


-5  -0.839072
-4.9  -0.678458
-4.8  -0.519505
-4.7  -0.363872
-4.6  -0.21322
-4.5  -0.0692078
-4.4  0.0665035
-4.3  0.192254
-4.2  0.306384
-4.1  0.407233
-4  0.49314
-3.9  0.562446
-3.8  0.613491
-3.7  0.644614
-3.6  0.654156
-3.5  0.640742
-3.4  0.605797
-3.3  0.552341
-3.2  0.483408
-3.1  0.402034
-3  0.311255
-2.9  0.214107
-2.8  0.113626
-2.7  0.0128456
-2.6  -0.0851964
-2.5  -0.177465
-2.4  -0.260925
-2.3  -0.33254
-2.2  -0.389274
-2.1  -0.428158
-2  -0.448348
-1.9  -0.451572
-1.8  -0.439709
-1.7  -0.414639
-1.6  -0.378241
-1.5  -0.332394
-1.4  -0.278977
-1.3  -0.219871
-1.2  -0.156954
-1.1  -0.0921055
-1  -0.0272051
-0.900003  0.0358678
-0.800003  0.0952338
-0.700003  0.149015
-0.600003  0.195796
-0.500003  0.23538
-0.400003  0.267767
-0.300003  0.292957
-0.200003  0.31095
-0.100003  0.321745
-2.51979e-06  0.325344
0.0999975  0.321746
0.199997  0.31095
0.299997  0.292958
0.399997  0.267768
0.499997  0.235382
0.599997  0.195798
0.699997  0.149017
0.799998  0.0952368
0.899998  0.035871
0.999998  -0.0272016
1.1  -0.0921018
1.2  -0.15695
1.3  -0.219867
1.4  -0.278974
1.5  -0.332391
1.6  -0.378238
1.7  -0.414637
1.8  -0.439707
1.9  -0.451571
2  -0.448347
2.1  -0.428158
2.2  -0.389277
2.3  -0.332543
2.4  -0.260929
2.5  -0.17747
2.6  -0.0852014
2.7  0.0128406
2.8  0.11362
2.9  0.214102
3  0.311251
3.1  0.40203
3.2  0.483404
3.3  0.552338
3.4  0.605795
3.5  0.640741
3.6  0.654156
3.7  0.644615
3.8  0.613493
3.9  0.562449
4  0.493144
4.1  0.407237
4.2  0.306389
4.3  0.192259
4.4  0.0665094
4.5  -0.0692015
4.6  -0.213213
4.7  -0.363865
4.8  -0.519498
4.9  -0.678451
5  -0.839064


-5  -0.839072
-4.9  -0.892952
-4.8  -0.936965
-4.7  -0.961244
-4.6  -0.955921
-4.5  -0.911131
-4.4  -0.82017
-4.3  -0.689
-4.2  -0.526748
-4.1  -0.34254
-4  -0.145502
-3.9  0.0555682
-3.8  0.253192
-3.7  0.440222
-3.6  0.609507
-3.5  0.7539
-3.4  0.867115
-3.3  0.946319
-3.2  0.989543
-3.1  0.994817
-3  0.960171
-2.9  0.884953
-2.8  0.773769
-2.7  0.632544
-2.6  0.467202
-2.5  0.283667
-2.4  0.0882294
-2.3  -0.111349
-2.2  -0.306939
-2.1  -0.490412
-2  -0.653639
-1.9  -0.78936
-1.8  -0.89378
-1.7  -0.963976
-1.6  -0.997022
-1.5  -0.989993
-1.4  -0.941283
-1.3  -0.854558
-1.2  -0.734805
-1.1  -0.587007
-1  -0.416152
-0.900003  -0.227777
-0.800003  -0.0296368
-0.700003  0.169961
-0.600003  0.362708
-0.500003  0.540298
-0.400003  0.695142
-0.300003  0.822527
-0.200003  0.91846
-0.100003  0.978949
-2.51979e-06  1
0.0999975  0.978951
0.199997  0.918464
0.299997  0.822532
0.399997  0.695149
0.499997  0.540307
0.599997  0.362718
0.699997  0.169971
0.799998  -0.0296268
0.899998  -0.227767
0.999998  -0.416143
1.1  -0.586999
1.2  -0.734798
1.3  -0.854553
1.4  -0.94128
1.5  -0.989992
1.6  -0.997023
1.7  -0.963979
1.8  -0.893785
1.9  -0.789366
2  -0.653647
2.1  -0.490421
2.2  -0.306948
2.3  -0.111359
2.4  0.0882193
2.5  0.283657
2.6  0.467193
2.7  0.632536
2.8  0.773763
2.9  0.884948
3  0.960169
3.1  0.994816
3.2  0.989544
3.3  0.946322
3.4  0.86712
3.5  0.753907
3.6  0.609515
3.7  0.440231
3.8  0.253202
3.9  0.0555783
4  -0.145492
4.1  -0.34253
4.2  -0.526739
4.3  -0.688993
4.4  -0.820164
4.5  -0.911127
4.6  -0.95592
4.7  -0.961244
4.8  -0.936967
4.9  -0.892954
5  -0.839074


